,handle,title,description,Vendor,type,id,Option1 Name,Option1 Value,Compare At Price,price,Published,Requires Shipping,SKU,Tags,Taxable,Weight in grams,Image URL,Image Position,Image Alt Text
0,urwaldpfeffer-probierst-bio,Urwaldpfeffer-Probierset,"<h2 align=""justify""></h2>
<h2><span>Wie die drei Musketiere nur 4!</span></h2>
<p><span>Man könnte sie eigentlich als Geschwister bezeichnen. Alle 4 Pfeffervarianten stammen nämlich von der gleichen Pfefferpflanze. Die Unterschiede liegen lediglich im Reifegrad der Pfefferbeeren und in der Verarbeitung nach der Ernte. Dadurch entstehen 4 einzigartige und besondere Geschmäcker. Doch worin liegt der genaue Unterschied in den Varianten? Was macht sie so besonders und welche Variante eignet sich für was? Wir verraten dir alles was du wissen musst und das Beste: du kannst dich gleich selbst überzeugen und es ausprobieren. </span></p>
<h3><span><strong>Der Inhalt deines Probiersets:</strong></span></h3>
<ul>
<li><a title=""Link zum Gewürz Weißer Urwaldpfeffer im Online-Shop Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/weisser-urwaldpfeffer-bio"" target=""_blank""><span> Weißer Urwaldpfeffer</span></a></li>
<li><a title=""Link zum Gewürz Schwarzer Urwaldpfeffer geräuchert im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/roter-urwaldpfeffer"" target=""_blank""><span> Schwarzer Urwaldpfeffer (geräuchert)</span></a></li>
<li><a title=""Link zum Gewürz Schwarzer Urwaldpfeffer Spätlese im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/roter-urwaldpfeffer?variant=36705961672869"" target=""_blank""><span> Schwarzer Urwaldpfeffer (Spätlese)</span></a></li>
<li><span><a title=""Link zum Gewürz Fermentierter Urwaldpfeffer im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/fermentierter-urwaldpfeffer"" target=""_blank"">Fermentierter Urwaldpfeffer</a></span></li>
</ul>
<h2><span><strong>Herkunft</strong></span></h2>
<p><span>Alle unsere Pfeffer-Spezialitäten stammen ebenso wie unser </span><a href=""https://direktvomfeld.eu/products/urwaldpfeffer?_pos=1&amp;_psq=schwarzer-urwald&amp;_ss=e&amp;_v=1.0""><span><strong>Schwarzer Urwaldpfeffer</strong></span></a><span> aus der Wayanad-Bergregion im Süd-Westen Indiens. Unsere Kooperative </span><a href=""https://direktvomfeld.eu/blogs/erzeuger-produzenten/kooperative-organic-wayanad""><span><strong>Organic Wayanad</strong></span></a><span> baut dort ausschließlich alte ursprüngliche Pfeffersorten an, die nicht auf Ertrag gezüchtet oder gekreuzt wurden und deshalb besonders intensiv und aromatisch sind. </span></p>
<p><span>Auf den Feldern wachsen die Pfefferpflanzen gemeinsam mit Kaffee, </span><a href=""https://direktvomfeld.eu/products/kakaobohnen?_pos=10&amp;_sid=73ffbe1b4&amp;_ss=r""><span><strong>Kakao</strong></span></a><span>, Bananenstauden und anderen Gewürzen in Mischkulturen. Durch die Mischkulturen erhält unser Pfeffer, ein einzigartiges fruchtiges Aroma. Nach der sorgsamen Ernte von Hand erhalten die frischen Körner unterschiedliche natürliche Veredelungen, wodurch unsere verschiedenen Pfeffervarianten entstehen.</span></p>
<div style=""text-align: start;""><img src=""https://cdn.shopify.com/s/files/1/1541/6109/files/Direkt_vom_Feld_Indien_da52f524-46ad-4e87-83e6-d92930c1fdca_480x480.jpg?v=1625665668"" alt="""" style=""float: none;""></div>
<p><span> </span></p>
<h2><strong>Worin unterscheiden sich die Pfeffervarianten</strong></h2>
<h3><span><u>Weißer Urwaldpfeffer</u></span></h3>
<p><span>Das helle, weißliche Korn wirkt zunächst recht harmlos, es hat es aber in sich. Bei dem weißen Korn handelt es sich um den inneren Kern des Pfeffers. Durch das Einlegen in Wasser nach der Ernte, wird die natürliche Schale des Korns abgelöst. Durch die fehlende Schale besitzt der Pfeffer weniger verschiedene feine Aromen, er behält dabei jedoch seine Schärfe. Durch den zurückhaltenden Eigengeschmack harmoniert der weiße Pfeffer hervorragend mit fast jedem Gericht und hebt die Aromen der Zutaten noch mehr hervor, ohne dabei mit seiner Schärfe in den Vordergrund zu treten.  </span></p>
<p><span><strong>Verwendung: </strong>Der weiße Pfeffer passt hervorragend zu Gemüse und hellem Fleisch. Auch helle Soßen werden durch den Pfeffer super ergänzt. Durch den geringen Eigengeschmack kannst du den Pfeffer für alle Gerichte verwenden, die lediglich eine leichte Schärfe benötigen.</span></p>
<h3><span><u>Schwarzer Urwaldpfeffer (geräuchert)</u></span></h3>
<p><span>Unser geräucherter Pfeffer verbindet den fruchtigen Geschmack des schwarzen Urwaldpfeffers mit einem angenehm intensiven Raucharoma. Die Rauchnote entsteht durch schonendes Kalträuchern, durch das die Aromen, Nährstoffe und Schärfe der Körner erhalten bleiben. </span></p>
<p><span><strong>Verwendung</strong></span><span>: Besonders Marinaden für Fleisch, Gemüse, Tofu oder Fisch werden durch den geräucherten Urwaldpfeffer unschlagbar lecker. Aber auch zum Nachwürzen, für Salate und Soßen ist der besondere Pfeffer bestens geeignet.</span></p>
<h3><span><u>Schwarzer Urwaldpfeffer (Spätlese)</u></span></h3>
<p><span>Anders als beim klassischen Schwarzen Urwaldpfeffer, der bereits im unreifen Zustand geerntet wird, reift die Spätlese, wie der Name es schon vermuten lässt, so lange an der Pflanze, bis die frischen Pfefferbeeren ihre volle Reife erreicht haben. Vergleichen kannst du es mit einem guten Wein, der besonders lange im Fass reifen konnte. Durch das lange reifen entsteht ein besonders intensives, vollmundiges Aroma mit warmer, milder Schärfe und süßlichen Nuancen.</span></p>
<p><span><strong>Verwendung</strong>: Besonders eignet sich das besondere Aroma der Spätlese für kalte Gerichte wie Salate, Gemüse, Obst, Dips, aber auch Marinaden und soßen lassen sich damit verfeinern</span></p>
<h3><span><u>Fermentierter Urwaldpfeffer</u></span></h3>
<p><span>Bei dem Fermentierten Urwaldpfeffer handelt es sich um frische Pfefferbeeren, die nicht wie beim klassischen Pfeffer sonnengetrocknet, sondern für die Haltbarkeit mit Salz fermentiert wurden. Durch die Fermentation behält das Korn seine Frische und bekommt eine etwas weichere Konsistenz. Dabei besitzt der Pfeffer einen unverwechselbaren leicht salzigen, herben und etwas säuerlichen Geschmack mit einer kräftigen Schärfe. </span></p>
<p align=""justify""><span><strong>Verwendung: </strong>Damit der Pfeffer nicht seine einzigartigen Aromen verliert, sollte er nicht mitgekocht werden. Am besten kommt er auf kalten Gerichten zur Geltung oder wenn du ihn kurz vor dem Servieren hinzugibst. Er verfeinert super Gemüse, Fleisch, Tofu, Dips, Eier oder Pestos.</span></p>
<h3>Unsere Top 4 Rezepte: </h3>
<p align=""justify"">Pfeffer gehört zu den absoluten Klassikern des Gewürzregals und ist in nahezu jeder Küche zu finden. Gerade bei Gewürzen die man tagtäglich verwendet, empfehlen wir auf gute Qualität zu achten. Du wirst begeistert sein, was guter Pfeffer für einen Unterschied beim Kochen macht. Probiere unsere Pfeffervarianten auch in außergewöhnlichen Kombinationen: </p>
<ol>
<li>
<p class=""section-header__title""><a title=""Link zum Rezept Zitronenbutter mit Schwarzen Urwaldpfeffer Spätlese im Blog von Direkt vom Feld"" href=""https://direktvomfeld.eu/blogs/news/frische-zitronenbutter-mit-wayanadan-tgseb-premiumpfeffer?_pos=1&amp;_sid=3863eee23&amp;_ss=r"" target=""_blank"">Zitronenbutter mit Schwarzen Urwaldpfeffer (Spätlese)</a></p>
</li>
<li>
<p class=""section-header__title""><a title=""Link zum Rezept Helle Pfeffersauce mit Wacholderbeeren im Blog von Direkt vom Feld"" href=""https://direktvomfeld.eu/blogs/news/helle-pfeffersauce-mit-wacholderbeeren"" target=""_blank"">Helle Pfeffersauce mit Wacholderbeeren</a></p>
</li>
<li>
<p class=""section-header__title""><a title=""Link zum Rezept Koriander-Zitronen-Pesto mit Fermentiertem Urwaldpfeffer im Blog von Direkt vom Feld"" href=""https://direktvomfeld.eu/blogs/news/koriander-zitronen-pesto-mit-fermentiertem-urwaldpfeffer?_pos=3&amp;_sid=d86ea1ec3&amp;_ss=r"" target=""_blank"">Koriander-Zitronen-Pesto mit Fermentiertem Urwaldpfeffer</a></p>
</li>
<li>
<p class=""section-header__title""><a title=""Link zum Rezept Ziegenkäse-Omelett mit Fermentiertem Urwaldpfeffer im Blog von Direkt vom Feld"" href=""https://direktvomfeld.eu/blogs/news/ziegenkase-omelett-mit-fermentiertem-urwaldpfeffer?_pos=3&amp;_sid=a474f216a&amp;_ss=r"" target=""_blank"">Ziegenkäse-Omelett mit Fermentiertem Urwaldpfeffer</a></p>
</li>
</ol>
<h3><strong>Bei der Verwendung zu beachten:</strong></h3>
<p align=""justify"">Wir empfehlen Pfeffer immer im Ganzen zu kaufen und frisch zu mahlen. Dafür eignet sich eine <a href=""https://direktvomfeld.eu/products/pfeffer-oder-salzmuehle-acacia"" title=""Link zu Holzmühle Direkt vom Feld"" target=""_blank"">Gewürzmühle</a> oder ein <a href=""https://direktvomfeld.eu/products/moerser?_pos=1&amp;_sid=61e1c91e7&amp;_ss=r"" title=""Link zu Mörser Direkt vom Feld"" target=""_blank"">Mörser</a>. Dadurch, dass das Pfefferkorn erst kurz vor dem Verzehr aufgebrochen wird, entfalten sich viel mehr ätherische Öle und es entsteht ein unverwechselbares Aroma, das nicht mit bereits gemahlenem Pfeffer zu vergleichen ist. </p>
<p>Eine Ausnahme ist der Fermentierte Urwaldpfeffer. Durch die weichere Konsistenz und die leichte Feuchtigkeit sind die Pfefferkörner nicht für Mühlen geeignet, da sie das Mahlwerk verkleben könnten. Daher empfehlen wir den Fermentierter Urwaldpfeffer am besten im <a title=""Link zu Mörser Direkt vom Feld"" href=""https://direktvomfeld.eu/products/moerser?_pos=1&amp;_sid=61e1c91e7&amp;_ss=r"" target=""_blank"">Mörser</a> zu zerkleinern oder mit dem Messer zu zerdrücken.</p>
<h2><strong>Wirkung<em>  </em></strong></h2>
<p align=""justify"">Wie bei allen anderen Gewürzen auch, achten wir bei unseren Pfeffervarianten auf einen hohen Anteil an ätherischen Ölen. Diese sind nicht nur verantwortlich für das besonders intensive Aroma, sondern auch für die positive Wirkung auf unseren Organismus</p>
<p align=""justify"">Aufgrund der Verordnung (EG) Nr. 1924/2006 dürfen wir an dieser Stelle leider keine gesundheitsbezogenen Angaben zu unseren Gewürzen machen. Bitte recherchiere selbst, welche Wirkungen Gewürze auf unsere Gesundheit haben. </p>
<h2><span><b></b></span></h2>",Direkt vom Feld,Set's & Geschenke,<built-in function id>,Default Title,Default Title,13.60,9.90,True,True,80-00,"Gewürze
Pfeffer
Set's & Geschenke
",True,65,,,
1,urwaldpfeffer-probierst-bio,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1541/6109/products/dvf_shop_17800x1350px_pfefferquartett.jpg?v=1625820295,1.0,
2,urwaldpfeffer-probierst-bio,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1541/6109/products/dvf_shop_17800x1350px_pfefferquartett-aufweiss.jpg?v=1625820295,2.0,
3,urwaldpfeffer-probierst-bio,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1541/6109/products/dvf_wayanadan_6_34de904c-91a5-4b02-a887-cfbbe44b15c1.jpg?v=1625820295,3.0,
4,urwaldpfeffer-probierst-bio,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1541/6109/products/direkt-vom-feld-gewurze-schwarzer-urwaldpfeffer-17670161399973_bcc705fa-15b5-4606-8fc3-fbbb691e1685.jpg?v=1625820295,4.0,
5,urwaldpfeffer-probierst-bio,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1541/6109/products/direkt-vom-feld-gewurze-schwarzer-urwaldpfeffer-17670160744613_38c71d82-1652-4cb2-9ec4-5aa54879cb3b.jpg?v=1625820295,5.0,
6,urwaldpfeffer-probierst-bio,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1541/6109/products/dvf_schwarzer_urwaldpfeffer_4_web_01c4442f-6ecb-420f-b313-2aa66e263ce9.jpg?v=1625820295,6.0,
7,urwaldpfeffer-probierst-bio,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1541/6109/products/direkt-vom-feld-gewurze-schwarzer-urwaldpfeffer-17670161105061_21203cd9-cb9f-408a-852f-9c9392b4d5bc.jpg?v=1625820295,7.0,
8,geweurzschneider-basic,Gewürzschneider Basic,"<meta charset=""utf-8"">
<h2 align=""justify""><strong>Ganz Gewürze frisch gemahlen im Handumdrehen!</strong></h2>
<p align=""justify"">Du liebst es deine Gewürze selbst zu vermahlen, aber im Alltag fehlt einfach die Zeit dafür? Gerade Saaten-Gewürze möchtest du gern frisch gemahlen und schnell zur Hand haben? Der Gewürzschneider Basic ist die ""Pfeffermühle"" für ganze Gewürze.</p>
<p align=""justify"">Die scharfen Edelstahl-Klingen schneiden Kreuzkümmel, Kakaobohnen und Energie-Masala und Co im Handumdrehen. Das Gewürz bleibt im Glasbehälter und ist damit immer einsatzbereit - zB. gefüllt mit Energie-Masala für ein frisch gemahlenes Curry. </p>
<h3 style=""text-align: left;"">Wie funktioniert der Gewürzschneider?</h3>
<p align=""justify"">Die Gewürze fallen durch mehrere gegeneinander rotierende Edelstahlmesser und werden so fein zerschnitten. Durch wechselseitige Drehbewegungen können die Gewürze am schnellsten fein geschnitten werden. </p>
<p><strong>Pluspunkte vom Gewürzschneider Basic im Überblick:</strong></p>
<ul>
<li>
<p>für extrem viele ganze Gewürze geeignet durch Edelstahlklingen, die die Gewürze schneiden anstatt sie zu mahlen</p>
</li>
<li>leichte Reinigung / spülmaschinenfest </li>
</ul>
<ul>
<li>
<p>Glasbehälter als Reservoir für deine Gewürze</p>
</li>
<li>Im Deckel kannst du die Gewürze 'vormahlen'. Damit umgehst du (und nicht über dem Wasserdampf im Topf, der das Mahlwerk verkleben würde)</li>
</ul>
<h3 align=""justify"">Der Gewürzschneider Basic ist für folgendes geeignet:</h3>
<ul>
<li><a title=""Link zum Gewürz Bockshornklee im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/bockshornklee"" target=""_blank"" rel=""noopener noreferrer""> Bockshornklee</a></li>
<li><a title=""Link zum Gewürz Energie Masala im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/energie-masala"" target=""_blank"" rel=""noopener noreferrer"">Energie Masala</a></li>
<li><a title=""Link zum Gewürz Fenchel im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/fenchel"" target=""_blank"" rel=""noopener noreferrer""> Fenchel</a></li>
<li><a title=""Link zu Kakaobohnen Direkt vom Feld"" href=""https://direktvomfeld.eu/products/kakaobohnen?_pos=10&amp;_sid=b129ab7b6&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">Kakaobohnen</a></li>
<li><a title=""Link zum Kakaobohnen-Nibs im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/kakaonibs"" target=""_blank"" rel=""noopener noreferrer"">Kakaobohnen-Nibs</a></li>
<li>
<a title=""Link zu Koriandersaat Direkt vom Feld"" href=""https://direktvomfeld.eu/products/koriander?_pos=1&amp;_sid=d811e81ca&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">Koriandersaat</a> oder andere Saatengewürze</li>
<li><a title=""Link zum Gewürz Kreuzkümmel im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/kreuzkuemmel"" target=""_blank"" rel=""noopener noreferrer"">Kreuzkümmel</a></li>
<li><a title=""Link zum Gewürz Kümmel im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/kuemmel"" target=""_blank"" rel=""noopener noreferrer"">Kümmel</a></li>
<li><a title=""Link zur Gewürzmischung Miriquidi-Rub im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/miriquidi-rub-markus-saemmer"" target=""_blank"" rel=""noopener noreferrer"">Miriquidi - Rub</a></li>
<li><a title=""Link zum Gewürz Nelken im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/miriquidi-rub-markus-saemmer"" target=""_blank"" rel=""noopener noreferrer""> Nelken</a></li>
<li>Piment</li>
<li>
<a title=""Link zu Rosmarin Direkt vom Feld"" href=""https://direktvomfeld.eu/products/rosmarin?_pos=1&amp;_sid=29f539f9c&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">Rosmarin</a> (ganze Nadeln)</li>
<li><a title=""Link zum Gewürz Schwarzkümmel im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/schwarzkuemmel"" target=""_blank"" rel=""noopener noreferrer"">Schwarzkümmel</a></li>
<li><a title=""Link zum Gewürz Senfsaat im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/senfsaat"" target=""_blank"" rel=""noopener noreferrer""> Senfsaat</a></li>
<li><a title=""Link zum Gewürz Wacholderbeeren im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/wacholderbeeren"" target=""_blank"" rel=""noopener noreferrer""> Wacholderbeeren</a></li>
<li>
<a title=""Link zu Ceylon-Zimtstangen Direkt vom Feld"" href=""https://direktvomfeld.eu/products/ceylon-zimt?_pos=10&amp;_sid=18dc0247b&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">Zimtstangen</a> (Reste &amp; Bruch)</li>
</ul>
<h3 align=""justify"">Häufig gestellte Frage:</h3>
<p><strong><em>Was unterscheidet den Gewürzschneider Basic und eine ""normale"" Salz- &amp; Pfeffermühle?</em></strong></p>
<p>Der Unterschied liegt im Mahlwerk und damit dem Anwendungsbereich. Währen bei Pfeffer- und Salzmühlen die Körner zwischen zwei Mahl-Kegeln eher gequetscht werden, werden die Gewürze im Gewürzscheider ""scheibchenweise"" abgeschnitten. Damit ist er für eine Vielzahl an Gewürzen geeignet - zB Nelken und Kakaobohnen, die du in einer Pfeffermühle nicht vermahlen kannst.</p>
<p><strong><em>Was ist der Unterschied zum Gewürzschneider von Microplane?</em></strong></p>
<p><span data-mce-fragment=""1"">Anders als beim Microplane Gewürzschneider werden deine Gewürze von zwei übereinanderliegenden rotierenden Edelstahlmessern fein zerkleinert. Durch den praktischen Behälter aus Glas kannst du dein Lieblingsgewürz direkt im Schneider aufbewahren – ganz wie bei deiner Pfeffer- &amp; Salzmühle. Zusätzlich besitzt der neue Schneider auch einen Auffangdeckel, durch den die Schneidermesser und Gewürze vor heißem Wasserdampf beim Würzen geschützt sind und du noch leichter dosieren kannst. Der Microplane Gewürzschneider ist dafür für Gewürze wie Muskatnuss, langen Pfeffer und Kardamom besser geeignet. </span><span data-mce-fragment=""1""></span></p>
<h2></h2>
<ul></ul>",Direkt vom Feld,Zubehör,<built-in function id>,Einzeln,Einzeln,,11.90,False,True,16-00,"Zubehör
",True,100,https://cdn.shopify.com/s/files/1/1541/6109/products/DVF_Gewurzschneider_freigestelltweb.jpg?v=1623060217 ,,None 
9,geweurzschneider-basic,Gewürzschneider Basic,"<meta charset=""utf-8"">
<h2 align=""justify""><strong>Ganz Gewürze frisch gemahlen im Handumdrehen!</strong></h2>
<p align=""justify"">Du liebst es deine Gewürze selbst zu vermahlen, aber im Alltag fehlt einfach die Zeit dafür? Gerade Saaten-Gewürze möchtest du gern frisch gemahlen und schnell zur Hand haben? Der Gewürzschneider Basic ist die ""Pfeffermühle"" für ganze Gewürze.</p>
<p align=""justify"">Die scharfen Edelstahl-Klingen schneiden Kreuzkümmel, Kakaobohnen und Energie-Masala und Co im Handumdrehen. Das Gewürz bleibt im Glasbehälter und ist damit immer einsatzbereit - zB. gefüllt mit Energie-Masala für ein frisch gemahlenes Curry. </p>
<h3 style=""text-align: left;"">Wie funktioniert der Gewürzschneider?</h3>
<p align=""justify"">Die Gewürze fallen durch mehrere gegeneinander rotierende Edelstahlmesser und werden so fein zerschnitten. Durch wechselseitige Drehbewegungen können die Gewürze am schnellsten fein geschnitten werden. </p>
<p><strong>Pluspunkte vom Gewürzschneider Basic im Überblick:</strong></p>
<ul>
<li>
<p>für extrem viele ganze Gewürze geeignet durch Edelstahlklingen, die die Gewürze schneiden anstatt sie zu mahlen</p>
</li>
<li>leichte Reinigung / spülmaschinenfest </li>
</ul>
<ul>
<li>
<p>Glasbehälter als Reservoir für deine Gewürze</p>
</li>
<li>Im Deckel kannst du die Gewürze 'vormahlen'. Damit umgehst du (und nicht über dem Wasserdampf im Topf, der das Mahlwerk verkleben würde)</li>
</ul>
<h3 align=""justify"">Der Gewürzschneider Basic ist für folgendes geeignet:</h3>
<ul>
<li><a title=""Link zum Gewürz Bockshornklee im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/bockshornklee"" target=""_blank"" rel=""noopener noreferrer""> Bockshornklee</a></li>
<li><a title=""Link zum Gewürz Energie Masala im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/energie-masala"" target=""_blank"" rel=""noopener noreferrer"">Energie Masala</a></li>
<li><a title=""Link zum Gewürz Fenchel im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/fenchel"" target=""_blank"" rel=""noopener noreferrer""> Fenchel</a></li>
<li><a title=""Link zu Kakaobohnen Direkt vom Feld"" href=""https://direktvomfeld.eu/products/kakaobohnen?_pos=10&amp;_sid=b129ab7b6&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">Kakaobohnen</a></li>
<li><a title=""Link zum Kakaobohnen-Nibs im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/kakaonibs"" target=""_blank"" rel=""noopener noreferrer"">Kakaobohnen-Nibs</a></li>
<li>
<a title=""Link zu Koriandersaat Direkt vom Feld"" href=""https://direktvomfeld.eu/products/koriander?_pos=1&amp;_sid=d811e81ca&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">Koriandersaat</a> oder andere Saatengewürze</li>
<li><a title=""Link zum Gewürz Kreuzkümmel im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/kreuzkuemmel"" target=""_blank"" rel=""noopener noreferrer"">Kreuzkümmel</a></li>
<li><a title=""Link zum Gewürz Kümmel im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/kuemmel"" target=""_blank"" rel=""noopener noreferrer"">Kümmel</a></li>
<li><a title=""Link zur Gewürzmischung Miriquidi-Rub im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/miriquidi-rub-markus-saemmer"" target=""_blank"" rel=""noopener noreferrer"">Miriquidi - Rub</a></li>
<li><a title=""Link zum Gewürz Nelken im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/miriquidi-rub-markus-saemmer"" target=""_blank"" rel=""noopener noreferrer""> Nelken</a></li>
<li>Piment</li>
<li>
<a title=""Link zu Rosmarin Direkt vom Feld"" href=""https://direktvomfeld.eu/products/rosmarin?_pos=1&amp;_sid=29f539f9c&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">Rosmarin</a> (ganze Nadeln)</li>
<li><a title=""Link zum Gewürz Schwarzkümmel im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/schwarzkuemmel"" target=""_blank"" rel=""noopener noreferrer"">Schwarzkümmel</a></li>
<li><a title=""Link zum Gewürz Senfsaat im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/senfsaat"" target=""_blank"" rel=""noopener noreferrer""> Senfsaat</a></li>
<li><a title=""Link zum Gewürz Wacholderbeeren im Online-Shop von Direkt vom Feld"" href=""https://direktvomfeld.eu/collections/lebensmittel/products/wacholderbeeren"" target=""_blank"" rel=""noopener noreferrer""> Wacholderbeeren</a></li>
<li>
<a title=""Link zu Ceylon-Zimtstangen Direkt vom Feld"" href=""https://direktvomfeld.eu/products/ceylon-zimt?_pos=10&amp;_sid=18dc0247b&amp;_ss=r"" target=""_blank"" rel=""noopener noreferrer"">Zimtstangen</a> (Reste &amp; Bruch)</li>
</ul>
<h3 align=""justify"">Häufig gestellte Frage:</h3>
<p><strong><em>Was unterscheidet den Gewürzschneider Basic und eine ""normale"" Salz- &amp; Pfeffermühle?</em></strong></p>
<p>Der Unterschied liegt im Mahlwerk und damit dem Anwendungsbereich. Währen bei Pfeffer- und Salzmühlen die Körner zwischen zwei Mahl-Kegeln eher gequetscht werden, werden die Gewürze im Gewürzscheider ""scheibchenweise"" abgeschnitten. Damit ist er für eine Vielzahl an Gewürzen geeignet - zB Nelken und Kakaobohnen, die du in einer Pfeffermühle nicht vermahlen kannst.</p>
<p><strong><em>Was ist der Unterschied zum Gewürzschneider von Microplane?</em></strong></p>
<p><span data-mce-fragment=""1"">Anders als beim Microplane Gewürzschneider werden deine Gewürze von zwei übereinanderliegenden rotierenden Edelstahlmessern fein zerkleinert. Durch den praktischen Behälter aus Glas kannst du dein Lieblingsgewürz direkt im Schneider aufbewahren – ganz wie bei deiner Pfeffer- &amp; Salzmühle. Zusätzlich besitzt der neue Schneider auch einen Auffangdeckel, durch den die Schneidermesser und Gewürze vor heißem Wasserdampf beim Würzen geschützt sind und du noch leichter dosieren kannst. Der Microplane Gewürzschneider ist dafür für Gewürze wie Muskatnuss, langen Pfeffer und Kardamom besser geeignet. </span><span data-mce-fragment=""1""></span></p>
<h2></h2>
<ul></ul>",Direkt vom Feld,Zubehör,<built-in function id>,3er-Set,3er-Set,35.70,29.90,False,True,16-01,"Zubehör
",True,300,https://cdn.shopify.com/s/files/1/1541/6109/products/DVF_Gewurzschneider_3er_set_freigestellt_Kopie.jpg?v=1623060217 ,,None 
